Level,players,Attempts,Relative Churn,Global Churn,APS,Pure APS,% Revived,% Used Boosters,% Used PG Boosters,Avg Win (s),Avg Lose (s),Avg Moves Left,Avg Targets Left,Avg Switch,Avg Slingshots,Avg Hammers,Avg Rockets,Avg Colors,Avg PG Color,Avg PG Electric,Multi Stacks,Avg Combo,Avg SuperCombo,Avg MegaCombo,Avg BigCombo,Avg Electrics,Avg hottestTiles,hottestTile Progression,Momentum hottestTile,Momentum ColorRush,Avg inGameCoins,Quits
Level 1456,4,6,0%,0%,1,6,0%,0%,0%,103,,11,,0,0,0,0,0,0,0,17,4,1.67,0.67,3,0.67,0.67,0,0,0.33,0,0
Level 1457,4,6,0%,0%,1,,100%,0%,0%,140,,21,,0,0,0,0,0,0,0,10,3,0.67,0.67,1.33,0.33,0.67,0,0,0.33,0,0
Level 1458,4,6,0%,0%,1,6,0%,0%,0%,278,,8,,0,0,0,0,0,0,0,17,4,1,1,3.33,0.67,0.67,0,0,0,4,0
Level 1459,4,6,0%,0%,1,6,0%,0%,0%,136,,3,,0,0,0,0,0,0,0,10,2,0,0,4,0,0,0,0,0,1,0
Level 1460,4,6,0%,0%,1,6,0%,0%,0%,83,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1461,4,6,0%,0%,1,6,0%,0%,0%,170,,10,,0,0,0,0,0,0,0,2,1.33,0.33,0,0,0,0,0,0,0,3,0
Level 1462,4,8,0%,0%,1.33,8,0%,0%,0%,215,234,7,100,0,0,0,0,0,0,0,9,2,0.5,0,0.75,0,0,0,0,0,1.67,0
Level 1463,4,6,0%,0%,1,,0%,100%,0%,163,,2,,0,0,0,2,0,0,0,11,2.33,0.33,0,2,0,0,0,0,0,5.5,0
Level 1464,4,6,0%,0%,1,6,0%,0%,0%,158,,0,,0,0,0,0,0,0,0,10,1.67,1.33,0,2,0,0,0,0,0,1,0
Level 1465,4,6,0%,0%,1,6,0%,0%,0%,145,,4,,0,0,0,0,0,0,0,12,2,1,0.33,3,0,0.33,0,0,0.33,1,0
Level 1466,4,6,0%,0%,1,6,0%,0%,0%,147,,10,,0,0,0,0,0,0,0,10,3.67,0.33,0,2.67,0,0,0,0,0.33,4,0
Level 1467,4,6,0%,0%,1,6,0%,0%,0%,173,,0,,0,0,0,0,0,0,0,10,2.33,1.33,0,2,0,0,0,0,0.33,3.5,0
Level 1468,4,6,0%,0%,1,6,0%,0%,0%,220,,8,,0,0,0,0,0,0,0,12,3,0.33,0.67,3,0,0.33,0,0,0.33,2.5,0
Level 1469,4,6,0%,0%,1,6,0%,0%,0%,170,,4,,0,0,0,0,0,0,0,16,4.5,1,0.25,2.75,0,0,0,0,0.25,3.5,0
Level 1470,4,6,0%,0%,1,6,0%,0%,0%,222,,2,,0,0,0,0,0,0,0,20,5.67,2.33,1,2,0,1,0,0.33,0.33,6.5,0
Level 1471,4,8,0%,0%,1.33,8,50%,0%,0%,195,430,4,11,0,0,0,0,0,0,0,5,2.5,0.25,0,1,0,0,0,0.25,0.25,4.33,0
Level 1472,4,6,0%,0%,1,6,0%,0%,0%,184,,6,,0,0,0,0,0,0,0,7,2.67,0.67,0.33,0.67,0,0,0,0,0,0.5,0
Level 1473,4,8,0%,0%,1.33,8,0%,0%,0%,287,211,14,,0,0,0,0,0,0,0,7,2.5,0.75,0,1.75,0,0,0,0,0,4,0
Level 1474,4,6,0%,0%,1,6,0%,50%,0%,180,,3,,1,0.5,0,2,0,0,0,3,2.25,0,0,1.5,0,0,0,0,0,3.5,0
Level 1475,4,6,0%,0%,1,6,50%,0%,0%,152,,3,,0,0,0,0,0,0,0,4,2.33,0,0,0.67,0,0,0,0,0,0.5,0
Level 1476,4,6,0%,0%,1,,50%,50%,0%,149,,8,,0,0.5,2,2.5,0,0,0,5,1.25,0.25,0.25,1.25,0,0.25,0,0,0,2,0
Level 1477,4,6,0%,0%,1,6,0%,50%,0%,242,,4,,0,0,2,1,0,0,0,5,2,0,0.33,1,0,0,0,0,0,6,0
Level 1478,4,6,0%,0%,1,6,0%,50%,0%,218,,4,,1.5,3,0,0,0,0,0,10,1.33,0,0.33,1.67,0,0,0,0,0,9,0
Level 1479,4,6,25%,0%,1,6,0%,50%,0%,218,,3,,0,1.5,0,0.5,0,0,0,25,2,0.67,0.33,2.67,0,0.33,0,0,0,8,0
Level 1480,3,4,0%,0%,1,4,0%,0%,0%,359,,13,,0,0,0,0,0,0,0,22,3.5,2,1,1,0,1,0,0,0,5,0
Level 1481,3,4,0%,0%,1,4,0%,0%,0%,276,,6,,0,0,0,0,0,0,0,22,3.5,1.5,0.5,3,0,0.5,0,0,0.5,6,0
Level 1482,3,6,0%,0%,1.5,6,0%,0%,0%,166,139,3,1,0,0,0,0,0,0,0,6,3.33,0.67,0,0.67,0,0,0,0,0.33,1.5,0
Level 1483,3,4,0%,0%,1,4,0%,0%,0%,125,,11,,0,0,0,0,0,0,0,22,5,3,0.5,3,0,0.5,0,0,0.5,2,0
Level 1484,3,4,0%,0%,1,4,0%,0%,0%,158,,4,,0,0,0,0,0,0,0,18,3.5,1.5,0,5,0,0,0,0,0.5,4,0
Level 1485,3,4,0%,0%,1,4,0%,0%,0%,194,,1,,0,0,0,0,0,0,0,7,1,1,0,1.5,0,0,0,0,0.5,4,0
Level 1486,3,4,0%,0%,1,,100%,0%,0%,102,,8,,0,0,0,0,0,0,0,15,2.5,1.5,0,4,0,0,0,0.5,0.5,2,0
Level 1487,3,4,0%,0%,1,4,0%,0%,0%,106,,20,,0,0,0,0,0,0,0,5,1.5,0,0,1.5,0.5,0,0,0.5,1,1,0
Level 1488,3,4,0%,0%,1,4,0%,0%,0%,195,,0,,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0.5,0.5,1,0,0
Level 1489,3,4,0%,0%,1,,100%,0%,0%,130,,6,,0,0,0,0,0,0,0,9,3.5,1,0,1,0,0,0.5,0.5,1,2,0
Level 1490,3,4,0%,0%,1,,0%,100%,0%,226,,1,,0,0,0,1,0,0,0,9,2.67,0,0,2.33,0,0,0.33,0.33,0.33,5,0
Level 1491,3,4,0%,0%,1,4,0%,0%,0%,211,,0,,0,0,0,0,0,0,0,13,1.67,1,0.33,2.67,0,0.33,0,0,0,7,0
Level 1492,3,4,0%,0%,1,4,0%,0%,0%,230,,0,,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0
Level 1493,3,4,0%,0%,1,4,0%,0%,0%,204,,0,,0,0,0,0,0,0,0,5,3.33,0.67,0.33,0.33,0,0.33,0,0,0,0,0
Level 1494,3,4,0%,0%,1,4,0%,0%,0%,120,,4,,0,0,0,0,0,0,0,4,1.5,0.5,0,0.5,0,0,0,0,0,1,0
Level 1495,3,4,0%,0%,1,4,0%,0%,0%,154,,5,,0,0,0,0,0,0,0,16,2.5,2,1.5,1.5,0.5,1.5,0,0,0,6,0
Level 1496,3,4,0%,0%,1,,100%,0%,0%,149,,10,,0,0,0,0,0,0,0,8,0,1,0,2.5,0,0,0,0,0,2,0
Level 1497,3,4,0%,0%,1,4,0%,0%,0%,118,,2,,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,2,0
Level 1498,3,4,0%,0%,1,4,0%,0%,0%,138,,9,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0
Level 1499,3,5,0%,0%,1.25,5,0%,0%,0%,143,282,4,,0,0,0,0,0,0,0,51,1,3,2,1,0,1,0,0,0,19,0
Level 1500,3,4,0%,0%,1,4,0%,0%,0%,141,,1,,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
Level 1501,3,4,0%,0%,1,4,0%,0%,0%,142,,3,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Level 1502,3,5,0%,0%,1.25,5,0%,0%,0%,134,412,6,,0,0,0,0,0,0,0,14,2,2,0,3,0,0,0,0,0,2,0
Level 1503,3,4,0%,0%,1,4,0%,0%,0%,264,,0,,0,0,0,0,0,0,0,16,7,0,1,3,0,1,0,0,0,4,0
Level 1504,3,4,0%,0%,1,4,0%,0%,0%,190,,1,,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,5,0
Level 1505,3,4,0%,0%,1,4,0%,0%,0%,253,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1506,3,4,0%,0%,1,4,0%,0%,0%,253,,3,,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,11,0
Level 1507,3,6,0%,0%,1.5,6,0%,0%,0%,165,193,4,143,0,0,0,0,0,0,0,4,2.33,0,0,2,0,0,0,0.33,0,3.33,0
Level 1508,3,6,0%,0%,1.5,6,0%,0%,0%,141,,5,90,0,0,0,0,0,0,0,5,4.33,0.67,0,1.33,0,0,0,0.33,0.33,8.33,0
Level 1509,3,4,0%,0%,1,4,0%,0%,0%,118,,22,,0,0,0,0,0,0,0,11,3.5,1,0,2,0,0,0,0.5,0.5,3,0
Level 1510,3,4,0%,0%,1,4,0%,0%,0%,193,,5,,0,0,0,0,0,0,0,16,5,2.5,0,1.5,0,0,0,0.5,0.5,5,0
Level 1511,3,4,0%,0%,1,,100%,0%,0%,209,,6,,0,0,0,0,0,0,0,7,2.5,0.5,0,1,0,0,0,0.5,0.5,4.5,0
Level 1512,3,4,0%,0%,1,4,0%,0%,0%,135,,3,,0,0,0,0,0,0,0,32,1.5,0.5,0.5,2,0,0.5,0,0.5,0.5,4,0
Level 1513,3,5,0%,0%,1,5,0%,0%,0%,265,,5,,0,0,0,0,0,0,0,20,5,0.5,0.5,4,0,0.5,0,0.5,0.5,7.5,0
Level 1514,3,4,0%,0%,1,4,0%,0%,0%,243,,16,,0,0,0,0,0,0,0,11,3,0.5,0,2,0,0,0,0.5,0.5,1,0
Level 1515,3,4,0%,0%,1,4,0%,0%,0%,259,,21,,0,0,0,0,0,0,0,24,4,2.5,1,1.5,0,1,0,0.5,0.5,4,0
Level 1516,3,8,0%,0%,2,8,0%,0%,0%,123,172,7,84,0,0,0,0,0,0,0,4,2.75,0.5,0.25,2.25,0,0.25,0,0.25,0.25,2.75,0
Level 1517,3,4,0%,0%,1,4,0%,0%,0%,109,,1,,0,0,0,0,0,0,0,2,1,0,0,0.5,0,0,0,0.5,0.5,2,0
Level 1518,3,4,0%,0%,1,,0%,100%,0%,242,,3,,0,0,0,1,0,0,0,4,0.5,0,0,1,0,0,0,0,0,4,0
Level 1519,3,4,0%,0%,1,4,0%,0%,0%,152,,9,,0,0,0,0,0,0,0,12,6,0.5,0.5,1.5,0,0.5,0,0,0,2.5,0
Level 1520,3,4,0%,0%,1,4,0%,0%,0%,149,,5,,0,0,0,0,0,0,0,9,0,1,0.5,1,0,0.5,0,0,0,5,0
Level 1521,3,4,0%,0%,1,,100%,0%,0%,265,,2,,0,0,0,0,0,0,0,10,2,2,0,1,0,0,0,0,0,4,0
Level 1522,3,4,0%,0%,1,4,0%,0%,0%,143,,0,,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,2.5,0
Level 1523,3,5,0%,0%,1.25,,100%,0%,0%,253,289,2,,0,0,0,0,0,0,0,16,3,0,0.5,2.5,0,0.5,0,0,0.5,6,0
Level 1524,3,4,0%,0%,2,,100%,0%,0%,164,,7,30,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,0,0.33,9.33,0
Level 1525,3,4,0%,0%,1,4,0%,0%,0%,118,,0,,0,0,0,0,0,0,0,10,2.5,1.5,0,1.5,0,0,0,0,0.5,1.5,0
Level 1526,3,4,0%,0%,1,,100%,0%,0%,200,,2,,0,0,0,0,0,0,0,13,4,1.5,0.5,1.5,0,0.5,0,0,0.5,3.5,0
Level 1527,3,5,0%,0%,1.25,5,0%,0%,0%,177,,4,,0,0,0,0,0,0,0,9,3,0.5,0,2,0,0,0,0,0.5,2.5,0
Level 1528,3,4,0%,0%,1,4,0%,0%,0%,151,,6,,0,0,0,0,0,0,0,35,1,0.5,1,1.5,0,0.5,0,0.5,0.5,11.5,0
Level 1529,3,4,0%,0%,1,4,0%,0%,0%,171,,7,,0,0,0,0,0,0,0,11,3,0.5,0,2,0,0,0,0,0,1.5,0
Level 1530,3,4,0%,0%,1,4,0%,0%,0%,185,,3,,0,0,0,0,0,0,0,10,3.5,0,0.5,2.5,0,0.5,0,0,0,3.5,0
Level 1531,3,4,0%,0%,1,4,0%,0%,0%,90,,1,,0,0,0,0,0,0,0,23,3.5,0,0,2,0,0,0,0,0,1.5,0
Level 1532,3,4,0%,0%,1,4,0%,0%,0%,160,,3,,0,0,0,0,0,0,0,5,2,0,0,1.5,0,0,0,0,0,2,0
Level 1533,3,4,0%,0%,1,4,0%,0%,0%,429,,9,,0,0,0,0,0,0,0,31,3,2,1,4.5,0,1,0,0,0,8,0
Level 1534,3,4,0%,0%,1,4,0%,0%,0%,212,,4,,0,0,0,0,0,0,0,12,3,1,0,1,0,0,0,0,0.5,4.5,0
Level 1535,3,4,0%,0%,1,,0%,100%,100%,306,,1,,1,0,0,1,0,1,0,52,6,0.5,0,1,0,0,0,0,0.5,22.5,0
Level 1536,3,4,0%,0%,1,4,0%,0%,0%,225,,7,,0,0,0,0,0,0,0,18,2,0.5,0.5,2.5,0,0.5,0,0,0.5,1,0
Level 1537,3,4,0%,0%,1,4,0%,0%,0%,244,,1,,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0.5,3.5,0
Level 1538,3,4,0%,0%,1,4,0%,0%,0%,83,,0,,0,0,0,0,0,0,0,4,1.5,0.5,0,0.5,0,0,0,0,0.5,1,0
Level 1539,3,4,0%,0%,1,4,0%,0%,0%,201,,18,,0,0,0,0,0,0,0,16,5,1,1.5,1.5,0,1.5,0,0,0,4.5,0
Level 1540,3,4,0%,0%,1,4,0%,0%,0%,103,,0,,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,1.5,0
Level 1541,3,5,0%,0%,1.25,5,0%,0%,0%,236,197,7,,0,0,0,0,0,0,0,26,4.5,0.5,0.5,2,0,0,0,0,0,6.5,0
Level 1542,3,4,0%,0%,1,4,0%,0%,0%,132,,11,,0,0,0,0,0,0,0,10,1,1,0.5,2,0,0.5,0,0,0,2.5,0
Level 1543,3,4,0%,0%,1,4,0%,0%,0%,174,,7,,0,0,0,0,0,0,0,15,3.5,1.5,1,2,0,0.5,0,0,0,5,0
Level 1544,3,4,0%,0%,1,4,0%,0%,0%,301,,5,,0,0,0,0,0,0,0,11,3,1.5,0.5,1,0,0.5,0,0,0.5,2.5,0
Level 1545,3,4,0%,0%,1,4,0%,0%,0%,191,,2,,0,0,0,0,0,0,0,23,4,1.5,1,5.5,0,0.5,0,0,0.5,5,0
Level 1546,3,4,0%,0%,1,4,0%,0%,0%,213,,4,,0,0,0,0,0,0,0,20,0.5,1.5,0.5,1,0,0.5,0,0,0.5,3,0
Level 1547,3,4,0%,0%,1,4,0%,0%,0%,159,,3,,0,0,0,0,0,0,0,9,2,0.5,0,2.5,0,0,0,0,0.5,2.5,0
Level 1548,3,4,0%,0%,1,4,0%,0%,0%,153,,7,,0,0,0,0,0,0,0,13,2.5,1.5,0,3,0,0,0,0,0.5,4,0
Level 1549,3,4,0%,0%,1,,100%,0%,0%,216,,5,,0,0,0,0,0,0,0,8,3,0.5,0,1,0,0,0,0.5,0.5,6.5,0
Level 1550,3,4,0%,0%,1,4,0%,0%,0%,294,,17,,0,0,0,0,0,0,0,12,1.5,0,0.5,1,0,0.5,0,0.5,0.5,4,0
Level 1551,3,4,0%,0%,1,4,0%,0%,0%,337,,0,,0,0,0,0,0,0,0,14,1,0,0,2.5,0,0,0,0.5,0.5,4,0
Level 1552,3,4,0%,0%,1,4,0%,0%,0%,105,,4,,0,0,0,0,0,0,0,5,1.5,0,0,1.5,0,0,0,0.5,0.5,1.5,0
Level 1553,3,7,0%,0%,1.75,7,0%,0%,0%,142,,14,138,0,0,0,0,0,0,0,2,1,0,0,0.6,0,0,0,0.2,0.2,2.8,0
Level 1554,3,4,0%,0%,1,4,0%,0%,0%,147,,12,,0,0,0,0,0,0,0,9,5,0.5,0,1,0,0,0,0.5,0.5,1.5,0
Level 1555,3,4,0%,0%,1,4,0%,0%,0%,161,,6,,0,0,0,0,0,0,0,9,4,1,0,1,0,0,0,0.5,0.5,1.5,0
Level 1556,3,4,0%,0%,1,4,0%,0%,0%,239,,5,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,0.5,1,0
Level 1557,3,4,0%,0%,1,4,0%,0%,0%,239,,10,,0,0,0,0,0,0,0,14,2,2,0,1.5,0,0,0,0.5,0.5,1,0
Level 1558,3,6,0%,0%,1.5,6,0%,0%,0%,243,,11,41,0,0,0,0,0,0,0,8,1.33,0.33,0.67,1.67,0,0.33,0,0.33,0.33,24,0
Level 1559,3,4,0%,0%,1,4,0%,0%,0%,162,,10,,0,0,0,0,0,0,0,10,4.5,0,0,2.5,0,0,0,0.5,0.5,2,0
Level 1560,3,4,0%,0%,1,4,0%,0%,0%,107,,17,,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0.5,0.5,0.5,0
Level 1561,3,4,0%,0%,1,4,0%,0%,0%,270,,6,,0,0,0,0,0,0,0,23,2,2,1,3.5,0,1,0,0.5,0.5,2.5,0
Level 1562,3,6,0%,0%,1.5,6,0%,0%,0%,131,74,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0
Level 1563,3,4,0%,0%,1,4,0%,0%,0%,159,,11,,0,0,0,0,0,0,0,14,3,1,1,2.5,0,1,0,0.5,0.5,4,0
Level 1564,3,4,0%,0%,1,4,0%,0%,0%,279,,4,,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0.5,0.5,2.5,0
Level 1565,3,5,0%,0%,1.25,5,0%,0%,0%,185,205,3,,0,0,0,0,0,0,0,8,1.5,0,0,0.5,0,0,0,0.5,0.5,5.5,0
Level 1566,3,4,0%,0%,1,4,0%,0%,0%,334,,4,,0,0,0,0,0,0,0,16,6,1,0,1,0,0,0,0.5,0.5,6.5,0
Level 1567,3,4,0%,0%,2,4,0%,0%,0%,280,,5,30,0,0,0,0,0,0,0,40,6,0.33,0.33,2.33,0,0.33,0,0.33,0.33,11,0
Level 1568,3,4,0%,0%,1,4,0%,0%,0%,104,,0,,0,0,0,0,0,0,0,2,1,0,0,0.5,0,0,0,0.5,0.5,1,0
Level 1569,3,4,0%,0%,1,4,0%,0%,0%,226,,1,,0,0,0,0,0,0,0,13,3.5,1,0.5,2,0,0.5,0.5,0.5,0.5,4.5,0
Level 1570,3,4,0%,0%,1,4,0%,0%,0%,161,,10,,0,0,0,0,0,0,0,20,6.5,3,0.5,1.5,0,0.5,0,0.5,0.5,2.5,0
Level 1571,3,4,0%,0%,1,4,0%,0%,0%,137,,0,,0,0,0,0,0,0,0,4,0.5,0,0.5,1,0,0,0,0.5,0.5,2.5,0
Level 1572,3,4,0%,0%,1,4,0%,0%,0%,128,,19,,0,0,0,0,0,0,0,9,4.5,0,0.5,1.5,0,0.5,0,0.5,0.5,3.5,0
Level 1573,3,4,0%,0%,1,4,0%,0%,0%,98,,0,,0,0,0,0,0,0,0,8,2,0,0.5,2,0,0.5,0,0.5,0.5,2.5,0
Level 1574,3,4,0%,0%,1,4,0%,0%,0%,135,,0,,0,0,0,0,0,0,0,14,3.5,1,0,3.5,0,0,0,0.5,1,1.5,0
Level 1575,3,4,0%,0%,1,4,0%,0%,0%,234,,5,,0,0,0,0,0,0,0,30,2,1,1,4,0,0.5,0,0.5,0.5,7.5,0
Level 1576,3,4,0%,0%,1,4,0%,0%,0%,200,,1,,0,0,0,0,0,0,0,16,2.5,0.5,0.5,5,0,0.5,0,0.5,0.5,3.5,0
Level 1577,3,6,0%,0%,1.5,6,0%,0%,0%,230,296,4,65,0,0,0,0,0,0,0,12,3.33,0.67,0,2.33,0,0,0,0.33,0.33,2.67,0
Level 1578,3,4,0%,0%,1,4,0%,0%,0%,114,,19,,0,0,0,0,0,0,0,14,2.5,1,0,4,0,0,0,0.5,0.5,2,0
Level 1579,3,4,0%,0%,1,4,0%,0%,0%,258,,2,,0,0,0,0,0,0,0,13,3.5,1,0.5,1.5,0,0.5,0,0.5,0.5,4.5,0
Level 1580,3,4,0%,0%,1,4,0%,0%,0%,121,,16,,0,0,0,0,0,0,0,8,1,0.5,0,2.5,0,0,0,0.5,0.5,0.5,0
Level 1581,3,4,0%,0%,1,4,0%,0%,0%,114,,0,,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0.5,0.5,3,0
Level 1582,3,4,0%,0%,1,4,0%,0%,0%,109,,4,,0,0,0,0,0,0,0,6,2.5,0,0.5,1,0,0,0,0.5,0.5,2,0
Level 1583,3,4,0%,0%,1,4,0%,0%,0%,274,,3,,0,0,0,0,0,0,0,11,2,1,0,1.5,0,0,0,0.5,0.5,3,0
Level 1584,3,4,0%,0%,1,4,0%,0%,0%,170,,8,,0,0,0,0,0,0,0,2,1.5,0,0,0,0,0,0,0.5,0.5,2.5,0
Level 1585,3,4,0%,0%,1,4,0%,0%,0%,136,,13,,0,0,0,0,0,0,0,9,3,1.5,0.5,0,0,0,0,0.5,0.5,2,0
Level 1586,3,4,0%,0%,1,4,0%,0%,0%,203,,5,,0,0,0,0,0,0,0,9,3,0,0,1.5,0,0,0,0.5,0.5,3.5,0
Level 1587,3,6,0%,0%,1.5,6,0%,0%,0%,192,61,11,0,0,0,0,0,0,0,0,5,1,0.33,0,1.33,0,0,0,0.33,0.33,2,0
Level 1588,3,4,0%,0%,1,4,0%,0%,0%,132,,5,,0,0,0,0,0,0,0,13,4.5,1,1,1,0,1,0,0.5,0.5,3.5,0
Level 1589,3,4,0%,0%,1,4,0%,0%,0%,115,,8,,0,0,0,0,0,0,0,4,1.5,0,0,1,0,0,0,0.5,0.5,1,0
Level 1590,3,4,0%,0%,1,4,0%,0%,0%,149,,19,,0,0,0,0,0,0,0,29,3.5,0.5,1.5,2,0,1.5,0,0.5,0.5,5,0
Level 1591,3,4,0%,0%,1,4,0%,0%,0%,261,,4,,0,0,0,0,0,0,0,63,5.5,0.5,0.5,2.5,0,0.5,0,0.5,0.5,17.5,0
Level 1592,3,6,0%,0%,1.5,6,0%,0%,0%,189,,4,6,0,0,0,0,0,0,0,5,1,0,0,1.33,0,0,0,0.33,0.33,4,0
Level 1593,3,6,0%,0%,1.5,6,0%,0%,0%,140,108,6,2,0,0,0,0,0,0,0,3,0.67,0,0,1.33,0,0,0,0.33,0.33,1,0
Level 1594,3,10,0%,0%,2.5,10,0%,0%,0%,153,283,2,78,0,0,0,0,0,0,0,1,1.83,0,0,1,0,0,0,0.17,0.17,2.67,0
Level 1595,3,4,0%,0%,1,4,0%,0%,0%,282,,9,,0,0,0,0,0,0,0,30,4,0.5,0.5,2.5,0,0.5,0,0.5,0.5,7,0
Level 1596,3,4,0%,0%,1,4,0%,0%,0%,275,,0,,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.5,0.5,0.5,0
Level 1597,3,4,0%,0%,1,4,0%,0%,0%,294,,10,,0,0,0,0,0,0,0,17,3.5,0.5,0.5,1.5,0,0,0,0.5,0.5,2,0
Level 1598,3,4,0%,0%,1,,100%,0%,0%,213,,1,,0,0,0,0,0,0,0,47,3.5,1,0.5,3.5,0,0.5,0,0.5,0.5,7,0
Level 1599,3,4,0%,0%,1,4,0%,0%,0%,89,,0,,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0
Level 1600,3,4,0%,0%,1,4,0%,0%,0%,86,,5,,0,0,0,0,0,0,0,17,0.5,0,0.5,0,0,0.5,0,0.5,0.5,8.5,0
Level 1601,3,4,0%,0%,1,4,0%,0%,0%,222,,4,,0,0,0,0,0,0,0,10,2.5,2,0,0,0,0,0,0.5,0.5,3.5,0
Level 1602,3,4,0%,0%,1,4,0%,0%,0%,235,,2,,0,0,0,0,0,0,0,10,4,1,0.5,0.5,0,0.5,0,0.5,0.5,4,0
Level 1603,3,4,0%,0%,1,4,0%,0%,0%,226,,3,,0,0,0,0,0,0,0,16,3,0.5,1,1.5,0,1,0,0.5,0.5,6,0
Level 1604,3,6,0%,0%,1.5,6,0%,0%,0%,225,246,1,2,0,0,0,0,0,0,0,10,2.67,0.67,0.33,1.33,0,0.33,0,0.33,0.33,3.33,0
Level 1605,3,4,0%,0%,1,4,0%,0%,0%,216,,4,,0,0,0,0,0,0,0,5,1,0.5,0,1,0,0,0,0.5,0.5,2,0
Level 1606,3,4,0%,0%,1,4,0%,0%,0%,180,,12,,0,0,0,0,0,0,0,12,3,0.5,0.5,1.5,0,0.5,0,0.5,0.5,1.5,0
Level 1608,3,4,0%,0%,1,4,0%,0%,0%,211,,12,,0,0,0,0,0,0,0,8,2.5,0.5,0,2,0,0,0,0.5,0.5,1.5,0
Level 1609,3,6,0%,0%,1.5,6,0%,0%,0%,310,,3,2,0,0,0,0,0,0,0,15,2.33,0.67,0.67,3,0,0,0,0.33,0.33,3.67,0
Level 1610,3,4,0%,0%,1,4,0%,0%,0%,126,,12,,0,0,0,0,0,0,0,5,1,0.5,0,1,0,0,0,0.5,0.5,1,0
Level 1611,3,4,0%,0%,1,4,0%,0%,0%,119,,17,,0,0,0,0,0,0,0,13,2.5,1.5,1,1.5,0,1,0,0.5,0.5,3,0
Level 1612,3,4,0%,0%,1,4,0%,0%,0%,172,,8,,0,0,0,0,0,0,0,11,5.5,0.5,0,2,0,0,0,0.5,0.5,4.5,0
Level 1613,3,4,0%,0%,1,4,0%,0%,0%,248,,5,,0,0,0,0,0,0,0,11,3.5,1,0.5,1,0,0.5,0,0.5,0.5,3.5,0
Level 1614,3,6,0%,0%,1.5,6,0%,0%,0%,157,367,2,11,0,0,0,0,0,0,0,2,1.33,0.33,0,1,0,0,0,0.33,0.33,3,0
Level 1615,3,6,0%,0%,1.5,6,0%,0%,0%,105,,23,2,0,0,0,0,0,0,0,9,1.5,1.75,0,1.5,0,0,0,0.25,0.25,2.75,0
Level 1616,3,4,0%,0%,1,4,0%,0%,0%,271,,4,,0,0,0,0,0,0,0,9,4.5,0.5,0,1.5,0,0,0,0.5,0.5,3.5,0
Level 1617,3,6,0%,0%,1.5,6,0%,0%,0%,109,114,0,1,0,0,0,0,0,0,0,4,2.33,0,0,1,0,0,0,0.33,0.33,2,0
Level 1618,3,4,0%,0%,1,4,0%,0%,0%,204,,8,,0,0,0,0,0,0,0,37,6,0.5,1,3.5,0,0.5,0,0.5,0.5,4.5,0
Level 1619,3,4,0%,0%,1,4,0%,0%,0%,55,,0,,0,0,0,0,0,0,0,6,1,0.5,0,1.5,0,0,0,0.5,0.5,1,0
Level 1620,3,4,67%,0%,2,,0%,0%,0%,193,,,2,0,0,0,0,0,0,0,3,2,0,0,0.5,0,0,0,0.5,0.5,4,0
Level 2105,1,1,0%,0%,1,,100%,0%,0%,184,,4,,1,0,0,0,0,0,0,11,2,1,0,3,0,0,0,0,0,2,0
Level 2106,1,1,0%,0%,1,1,0%,0%,0%,81,,10,,0,0,0,0,0,0,0,7,0,0,1,2,0,1,0,0,0,1,0
Level 2107,1,1,0%,0%,1,1,0%,0%,0%,85,,24,,0,0,0,0,0,0,0,11,3,0,0,4,0,0,0,0,0,1,0
Level 2108,1,1,0%,0%,1,1,0%,0%,0%,145,,3,,0,0,0,0,0,0,0,17,3,4,0,1,0,0,0,0,0,2,0
Level 2109,1,1,0%,0%,1,1,0%,0%,0%,138,,8,,0,0,0,0,0,0,0,8,2,0,0,3,0,0,0,0,1,3,0
Level 2110,1,1,0%,0%,1,,100%,0%,0%,162,,1,,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,3,0
